Item_Identifier,Item_Weight,Item_MRP,Item_Outlet_Sales
FDG08,13.15,170.6764,3435.528
FDV56,,106.2596,1402.1748
FDY26,20.6,211.4244,7833.8028
DRE13,6.28,87.9198,1221.0772
FDE51,5.925,42.8086,669.129
FDL40,17.7,94.541,1061.951
FDD50,18.85,168.1132,2874.9244
FDC04,,241.8854,4592.0226
FDN15,17.5,141.718,419.454
FDC46,17.7,182.8266,5163.9448
FDV56,16.1,107.7596,323.5788
FDK43,9.8,128.402,1265.02
NCR29,7.565,54.793,622.523
FDY03,17.6,111.7202,1125.202
FDU44,12.15,164.1552,5198.5664
FDZ04,9.31,61.651,379.506
FDU16,19.25,82.1908,2432.8332
FDV07,9.5,110.7228,1657.842
NCL19,15.35,143.947,3006.087
FDW01,,153.4682,2287.023
FDC10,,120.3098,1687.1372
DRC12,17.85,189.1188,3237.1196
DRK39,7.02,82.225,2746.425
FDG24,,81.425,1331.6
FDO04,,53.2614,607.8754
DRB25,12.3,106.3938,857.5504
FDK26,5.46,184.824,4287.752
FDM52,15.1,147.2076,1773.6912
FDY07,11.8,46.8402,597.2226
NCO06,19.25,33.4558,441.4254
FDO10,13.65,55.8588,1431.47
FDK34,13.35,240.2564,2860.2768
FDS33,,86.9514,3364.9532
FDO45,13.15,88.6856,1757.712
FDF08,14.3,89.8856,966.7416
FDH58,12.3,115.1834,1958.1178
FDS03,7.825,63.2826,129.1652
DRF03,19.1,38.8138,365.5242
FDE02,8.71,93.7778,1783.6782
NCZ06,19.6,252.2698,2790.3678
FDW49,19.5,179.3002,2328.3026
FDR23,15.85,174.737,2822.992
NCJ29,,85.1224,2045.3376
FDY35,17.6,47.2402,505.3422
FDZ01,,102.699,3095.97
FDX19,19.1,233.1958,5141.3076
FDG44,6.13,54.0298,808.947
FDQ23,6.55,100.6332,2665.8632
FDY22,16.5,143.8128,2588.6304
NCN41,17,125.073,1108.557
FDA47,10.5,162.421,1304.968
NCD19,8.93,55.4614,331.5684
FDO36,,180.866,3235.788
FDH20,16.1,95.141,3089.312
FDN12,,113.1544,3355.632
NCJ30,5.82,171.379,2037.348
FDB09,16.25,126.2046,1867.569
FDA09,13.35,180.266,898.83
FDL24,,172.3422,7759.899
FDP03,5.15,125.6388,2848.2924
FDR58,,94.5462,2868.9322
FDO13,7.865,166.0526,3617.9572
DRD49,9.895,239.4564,5243.8408
NCF42,17.35,176.0712,2109.2544
DRK35,8.365,36.1506,721.0614
FDR58,6.675,92.1462,1203.1006
FDQ15,,83.1276,1868.2348
NCP50,17.35,80.5618,322.2472
FDV45,16.75,186.4556,3942.8676
DRP35,18.85,129.6336,3195.84
FDN23,6.575,143.5444,3338.3212
FDS44,12.65,238.9538,4086.0146
NCI54,15.2,110.9912,1856.2504
FDH40,,79.3276,1380.8692
FDF46,7.07,113.3834,1267.0174
FDA21,13.65,184.4924,5182.5872
FDI41,,145.2418,147.1418
FDE35,7.06,58.8904,58.5904
DRJ24,11.8,186.3924,5367.6796
NCK17,,41.548,1358.232
FDA15,9.3,250.2092,5976.2208
FDD36,,117.6124,2251.7356
DRD60,,181.1634,181.7634
FDA46,13.6,195.4136,5443.5808
NCO54,19.5,57.2614,1547.3192
FDL48,19.35,47.1034,145.8102
NCM19,,112.0202,5063.409
FDS31,13.1,178.9318,3067.3406
FDV12,16.7,97.6384,2857.6136
FDQ31,5.785,87.1856,1406.1696
FDK55,,89.4172,178.4344
DRG15,6.13,59.3536,1470.0864
NCR17,9.8,116.2492,2896.23
FDV01,,154.6314,6515.5188
FDT21,7.42,248.4092,996.0368
FDT10,16.7,57.4562,948.0992
FDL56,,85.6198,87.2198
FDS49,9,80.1644,1178.466
FDT32,,188.4214,565.2642
NCX42,6.36,164.5526,2137.8838
FDX26,17.7,184.1292,547.2876
FDN02,16.5,208.5638,2691.8294
FDJ40,,108.6912,3057.3536
FDU13,,146.0418,588.5672
DRE27,11.85,96.4726,978.726
FDS27,10.195,197.511,2356.932
FDU44,,162.1552,3086.6488
DRM59,,153.2998,461.3994
FDT08,13.65,150.505,2696.49
FDL46,20.35,117.9466,1649.8524
NCV30,20.2,62.051,126.502
FDP51,13.85,119.6124,2014.7108
FDA51,8.05,112.2518,1707.777
FDM46,7.365,94.712,932.12
FDK02,12.5,118.344,2157.192
FDJ57,7.42,184.8582,4643.955
FDJ45,,33.7216,1280.9992
NCB31,6.235,261.991,2366.919
FDJ03,12.35,49.1692,886.8456
FDT50,6.75,95.6752,958.752
NCY41,16.75,36.8532,1150.5024
FDJ60,19.35,163.3184,2641.8944
FDZ35,9.6,102.499,1547.985
FDS21,19.85,62.0194,619.194
FDM52,15.1,147.4076,2808.3444
FDQ08,,62.9536,2266.3832
FDQ56,6.59,85.6908,1929.4884
FDS47,16.75,89.4856,1054.6272
DRM48,15.2,38.6848,1155.8288
FDW46,13,65.7484,1174.4712
FDW27,5.86,154.1314,3412.8908
NCQ05,11.395,150.1708,300.9416
FDU40,20.85,192.2478,387.4956
DRE12,,112.886,2942.836
FDX35,5.035,226.3036,4098.6648
FDD51,11.15,45.0744,452.744
FDY27,6.38,178.3344,3211.8192
NCN06,8.39,162.2868,2620.5888
FDR57,5.675,155.5288,1414.1592
FDL32,15.7,110.1544,1565.9616
FDW46,13,65.9484,1043.9744
NCO17,,121.844,3115.944
FDR19,13.5,145.3102,729.051
FDJ33,8.895,125.173,2956.152
FDB15,10.895,263.0568,527.3136
FDA52,16.2,178.437,1058.622
FDZ08,,84.1592,1320.9472
FDR27,15.1,131.9942,3047.3666
NCK42,7.475,217.6192,1725.7536
FDZ12,,144.847,143.147
FDM60,10.8,41.5138,446.7518
NCI31,20,35.019,585.904
FDX39,14.3,210.3586,6331.758
NCV05,10.1,153.4656,1853.5872
FDX16,17.85,149.105,2247.075
DRK12,9.5,32.89,33.29
NCA05,20.75,146.6734,445.4202
DRG51,12.1,164.6526,657.8104
NCR30,20.6,74.4696,223.7088
NCE31,7.67,33.1216,727.0536
FDM56,,111.1912,218.3824
FDP24,20.6,119.5756,2665.8632
DRM37,15.35,196.6768,591.2304
FDN56,5.46,142.6786,2311.6576
DRE60,9.395,224.772,7017.532
FDW49,,180.6002,895.501
FDM20,10,243.8144,4655.2736
FDK15,,98.2042,198.4084
FDK48,7.445,73.3354,451.4124
FDO49,,49.7008,50.6008
FDC09,15.5,102.1332,615.1992
NCZ41,19.85,126.1704,876.1928
FDP19,11.5,128.1652,2454.1388
FDQ24,,250.4724,251.6724
DRL11,10.5,159.0946,4102.6596
FDO36,19.7,177.766,2696.49
FDN52,,86.9198,1569.9564
FDF21,10.3,188.653,189.753
FDU40,20.85,192.7478,3099.9648
FDS51,13.35,61.4194,743.0328
FDE45,12.1,177.8002,1611.9018
FDX50,20.1,108.7228,1215.7508
NCN14,,184.2608,367.5216
FDQ21,21.25,120.8756,3150.5656
FDV57,,181.766,7370.406
FDB44,6.655,209.2586,2954.8204
FDG52,13.65,47.7402,643.1628
FDL38,,88.4172,89.2172
NCS54,13.6,176.737,4940.236
DRL37,15.5,41.577,735.709
FDA43,10.895,196.6794,1170.4764
FDZ39,19.7,101.799,1135.189
FDG45,8.1,211.8902,3823.0236
FDH10,21,195.0478,1549.9824
FDO10,13.65,58.3588,114.5176
FDS35,,63.2826,1033.3216
FDI41,,145.1418,4561.3958
FDN21,,163.1236,2416.854
NCO18,13.15,176.8686,2133.2232
FDB34,15.25,85.2198,1482.7366
FDD05,19.35,121.5098,2892.2352
FDX59,,33.0558,984.7182
FDZ23,17.75,185.424,745.696
FDX27,20.7,92.7436,1323.6104
FDV07,9.5,110.4228,1547.3192
FDR14,11.65,55.5298,647.1576
FDO01,21.1,128.7994,1798.9916
FDO13,7.865,166.3526,1973.4312
FDU25,12.35,57.0246,1737.738
NCK54,,114.715,1864.24
FDZ56,16.25,168.1474,1516.0266
NCL55,12.15,253.704,5060.08
FDD59,10.5,78.296,2157.192
FDJ55,12.8,226.0404,5400.9696
FDA45,,177.637,5469.547
DRF23,4.61,172.8396,174.4396
FDT49,7,105.728,1278.336
NCO17,10,120.644,1917.504
FDH22,6.405,128.1678,1017.3424
FDT34,9.3,104.2964,1998.7316
FDB39,11.6,57.9272,615.1992
FDQ22,16.75,39.1822,314.2576
NCN43,12.15,122.973,123.173
FDG57,14.7,48.2034,1020.6714
FDR20,20,46.7744,1222.4088
FDU22,,120.2124,474.0496
NCC43,7.39,250.9066,1506.0396
FDP01,20.75,150.5682,762.341
FDF52,9.3,184.2292,1277.0044
FDZ33,10.195,147.6076,3547.3824
FDP48,,181.395,6042.135
FDW56,7.68,192.2162,384.8324
FDC26,10.195,110.6886,1223.0746
FDF34,9.3,200.0084,2182.4924
FDJ33,8.895,123.473,1478.076
FDD04,16,143.2154,1418.154
NCJ31,19.2,239.2196,5061.4116
FDO57,20.75,161.7578,2888.2404
FDM36,,172.1422,5518.1504
NCY05,13.5,35.2874,741.0354
FDS44,,241.7538,9133.4444
FDZ39,19.7,101.199,1857.582
NCM31,6.095,143.3154,2836.308
DRK11,8.21,150.8392,2982.784
FDO34,17.7,165.9816,167.7816
NCL30,18.1,127.3336,1150.5024
FDK28,5.695,259.2646,9275.9256
DRJ39,20.25,219.3482,5038.1086
NCP06,,152.3366,2115.9124
FDE33,,80.3644,1885.5456
FDZ44,8.185,115.6808,703.0848
FDV46,18.2,140.718,2656.542
NCO06,19.25,33.3558,713.0718
DRG03,14.5,154.4998,1691.7978
FDU37,9.5,80.196,2157.192
FDI57,19.85,196.8768,2561.9984
FDM45,8.655,119.7756,2059.9852
FDC26,10.195,109.2886,1334.2632
FDU14,,248.375,10236.675
FDB26,14,51.464,692.432
FDC29,8.39,114.0176,1488.7288
FDY58,11.65,228.9694,6622.7126
FDR59,14.5,260.4594,3139.9128
FDS03,,65.8826,1614.565
FDR43,18.2,38.319,585.904
FDZ25,,169.379,5602.707
NCN26,10.85,117.1808,703.0848
FDO38,17.25,77.2986,1012.6818
FDP28,13.65,261.2936,3131.9232
FDG31,12.15,65.4826,258.3304
FDI45,13.1,176.1054,4027.4242
NCS54,13.6,176.037,352.874
FDE17,20.1,152.2366,2418.1856
NCG06,16.35,257.6646,2061.3168
FDQ57,,144.476,146.476
NCB31,6.235,263.991,4207.856
NCP29,8.42,65.8168,830.9184
NCX29,,144.3102,145.8102
FDU37,9.5,78.796,1198.44
FDM02,12.5,86.0198,87.2198
FDN16,12.6,102.199,1960.781
FDR46,16.85,147.476,2929.52
FDE50,,189.3556,2253.0672
FDL52,6.635,39.8506,75.9012
FDQ49,20.2,157.663,2190.482
FDI14,14.1,140.2496,1693.7952
FDS16,15.15,145.676,3661.9
FDU15,13.65,37.9532,862.8768
NCG43,,94.0462,1850.924
FDR23,,177.837,6351.732
FDS52,,102.1016,3542.056
NCP18,12.15,151.9708,3611.2992
DRF23,,172.8396,7152.0236
FDO09,13.5,262.191,6048.793
FDB40,17.5,145.9102,2187.153
DRK37,,189.453,759.012
DRN11,7.85,145.2444,1451.444
FDE22,9.695,159.692,958.752
FDF04,17.5,256.4304,1808.3128
FDE41,9.195,83.1566,1099.2358
FDW08,,106.028,1810.976
NCD54,21.1,143.4786,2311.6576
FDZ33,10.195,146.5076,1330.2684
FDO23,17.85,93.8436,1418.154
FDN34,15.6,167.1132,2874.9244
FDL39,16.1,182.1318,2345.6134
FDT28,13.3,151.6708,3912.2408
FDH33,12.85,45.9428,1274.3412
FDA34,11.5,171.808,5712.564
FDZ56,16.25,166.4474,5390.3168
DRH23,14.65,54.0614,1160.4894
NCO18,13.15,177.4686,5510.8266
DRG27,8.895,42.0138,568.5932
FDM28,15.7,181.366,179.766
NCY41,16.75,35.7532,143.8128
FDD21,10.3,114.4176,2633.9048
FDD44,8.05,257.1646,6183.9504
FDP16,18.6,246.6802,2702.4822
FDQ37,20.75,193.4478,4843.695
NCY05,13.5,37.0874,952.7598
NCE07,8.18,142.0154,1985.4156
DRI51,17.25,173.3764,2061.3168
NCI31,20,35.519,1025.332
FDK60,16.5,96.2068,3013.4108
FDY12,9.8,49.8008,809.6128
FDO38,17.25,76.0986,623.1888
FDP11,15.85,218.7166,1088.583
FDC21,,108.4254,217.0508
NCF54,18,172.6422,2931.5174
FDC35,,207.5638,4555.4036
FDV43,16,46.2086,490.6946
DRE12,4.59,111.686,1584.604
DRE27,11.85,97.2726,782.9808
DRC36,,173.7054,5778.4782
FDZ38,,174.0422,5173.266
NCW42,18.2,220.7456,4420.912
NCZ18,7.825,255.5698,1522.0188
FDL13,,232.73,932.12
NCN18,8.895,113.3544,1006.6896
FDI41,18.5,148.6418,1765.7016
FDV22,14.85,157.463,2503.408
NCB43,,187.8898,7296.5022
FDQ46,7.51,110.1544,2684.5056
FDC44,15.6,111.9518,2163.1842
FDB22,8.02,154.3998,3383.5956
FDV23,11,124.4046,2241.0828
FDK10,,181.166,3415.554
FDF05,17.5,264.391,5259.82
FDL33,7.235,193.8452,1957.452
FDD20,,126.4046,5353.6978
NCM54,,125.6678,4832.3764
FDW48,18,81.0618,1450.1124
DRF36,16.1,189.0846,5350.3688
NCM06,7.475,155.2656,2934.8464
NCA54,16.5,178.7318,360.8636
FDT46,11.35,49.8008,708.4112
FDH20,16.1,95.441,2220.443
FDT38,18.7,83.1566,1606.5754
NCI17,8.645,96.641,868.869
FDO40,17.1,147.1392,2237.088
FDP12,9.8,36.9874,705.748
FDI44,,75.2328,1544.656
FDB21,,242.9854,6767.1912
FDG16,15.25,213.7192,1078.596
NCZ42,10.5,236.5248,4029.4216
NCJ30,5.82,170.379,1018.674
FDV49,10,263.2226,3700.5164
NCO43,5.5,103.1016,2024.032
NCF18,18.35,191.9504,767.0016
NCX41,19,211.0244,1482.0708
FDY11,6.71,67.5142,593.2278
FDU46,10.3,88.254,1125.202
NCI18,18.35,222.7746,1570.6222
FDL38,13.8,90.9172,2141.2128
FDY60,10.5,144.8128,2157.192
FDF53,20.75,178.7318,3428.2042
NCM05,,263.7226,6872.3876
FDR13,9.895,117.8492,1506.0396
FDA49,,89.0198,174.4396
FDY52,,59.3536,122.5072
FDL02,,107.1622,211.7244
FDO24,11.1,156.7604,1901.5248
FDM08,10.1,223.7088,2684.5056
FDJ02,,147.2418,294.2836
FDW40,14,143.9812,1139.8496
FDT46,,50.5008,1012.016
FDY08,9.395,139.9838,1966.7732
FDM21,,256.1646,7472.2734
FDH26,,142.2496,2399.5432
NCM42,6.13,110.0912,1637.868
FDW13,8.5,51.1324,1350.2424
FDN04,,178.1344,3747.1224
NCD07,9.1,114.4518,1593.9252
FDB34,15.25,85.3198,261.6594
FDD09,13.5,179.9976,4889.6352
DRH59,10.8,72.338,805.618
DRN36,15.2,95.3752,1438.128
DRA24,19.35,164.6868,1146.5076
FDY36,,74.238,1171.808
FDG34,11.5,106.9254,3038.7112
FDK43,9.8,127.302,2277.036
NCM06,7.475,156.4656,2008.0528
FDK22,9.8,215.685,649.155
FDF21,,188.353,4364.319
FDO33,14.75,115.3518,1821.6288
NCO43,5.5,100.0016,708.4112
FDX15,17.2,159.6578,3048.6982
FDS10,19.2,181.3318,1443.4544
FDD46,,152.3998,153.7998
FDV22,14.85,155.763,3129.26
NCR29,7.565,58.393,509.337
FDU34,18.25,123.8046,3486.1288
FDZ35,9.6,104.799,1341.587
FDA26,7.855,218.4482,4819.0604
FDP38,10.1,52.2008,759.012
FDT22,10.395,58.022,659.142
FDA50,16.25,94.941,1737.738
FDY10,17.6,115.6176,2519.3872
FDC09,15.5,100.8332,1537.998
FDT19,7.59,172.808,2250.404
FDO34,,167.2816,5704.5744
NCV54,11.1,119.6124,2251.7356
FDH57,,131.4284,5404.9644
FDA28,16.1,127.4362,2265.0516
FDB05,5.155,246.0776,990.7104
FDK45,,111.586,339.558
DRH01,,173.0738,347.5476
FDY52,6.365,62.8536,796.2968
FDR48,11.65,152.6024,303.6048
FDY15,18.25,154.463,2190.482
FDM51,11.8,102.2674,2444.8176
FDR43,18.2,37.619,366.19
FDW09,13.65,81.1302,792.302
FDV44,8.365,191.3188,1713.7692
DRH37,,165.2526,822.263
FDZ47,20.7,99.8042,1488.063
NCP43,17.75,180.366,2336.958
FDL26,18,157.3972,778.986
DRM35,9.695,177.7344,1605.9096
FDM39,6.42,178.3002,2328.3026
DRD15,10.6,233.9642,3717.8272
NCK06,5.03,122.0756,121.1756
FDV04,7.825,156.9288,1571.288
FDG46,,112.1518,5351.0346
FDO19,17.7,50.2034,1166.4816
NCN05,8.235,182.295,3661.9
DRA12,11.6,141.6154,3829.0158
FDJ02,17.2,149.1418,1177.1344
NCK17,11,38.948,519.324
FDO58,19.6,163.6526,1151.1682
FDB22,8.02,152.6998,3383.5956
FDG33,5.365,172.7764,2233.0932
FDK58,11.35,101.9016,2631.2416
DRH49,,82.8592,165.1184
FDT43,16.35,51.2324,571.2564
NCR38,17.25,253.4724,6040.1376
DRI39,13.8,57.493,1358.232
NCZ05,8.485,104.499,1238.388
FDU21,11.8,32.3558,169.779
NCP54,15.35,122.873,2832.979
NCX29,10,145.6102,2624.5836
FDV01,19.2,153.3314,3257.7594
NCS17,18.6,95.2436,1796.3284
NCN07,18.5,130.9284,1713.7692
FDB14,20.25,94.312,2982.784
NCJ18,12.35,119.2124,1303.6364
FDF57,14.5,172.2448,2897.5616
DRG01,14.8,78.367,918.804
FDA02,14,143.9786,866.8716
DRJ37,10.8,150.4024,2884.2456
NCP55,14.65,53.8614,221.0456
FDW45,,147.7418,1618.5598
FDK38,6.65,149.3734,296.9468
NCZ30,6.59,121.4098,241.0196
FDK08,,102.4016,202.4032
DRY23,9.395,42.9112,426.112
FDT31,19.75,188.2872,2647.2208
FDU52,7.56,154.463,2503.408
NCG19,20.25,234.8616,2812.3392
NCR30,20.6,76.3696,372.848
FDN23,6.575,145.4444,2612.5992
FDQ01,19.7,254.1014,4845.0266
FDO22,13.5,81.096,159.792
DRE13,6.28,85.8198,872.198
FDL44,18.25,160.2894,3235.788
FDT34,9.3,106.7964,841.5712
DRM23,16.6,170.6422,1379.5376
FDF32,16.35,198.9426,3559.3668
NCE18,10,251.675,4244.475
FDA51,,113.2518,3415.554
DRZ24,7.535,118.344,3115.944
FDT48,4.92,196.5084,3769.7596
DRG11,6.385,108.9596,1186.4556
FDE58,18.5,118.3124,1540.6612
DRA12,11.6,142.3154,2552.6772
FDP60,17.35,102.0016,1619.2256
FDT10,16.7,60.9562,829.5868
FDE05,10.895,147.7102,1166.4816
FDC32,18.35,91.4462,1665.8316
FDJ22,18.75,193.6504,2876.256
NCH18,9.3,246.1802,2702.4822
DRE37,,189.4872,189.0872
DRC13,8.26,124.873,2956.152
FDG47,12.8,260.3252,8132.0812
FDY55,16.75,258.3988,1541.9928
NCW29,,131.831,3635.268
NCT05,10.895,255.6672,4346.3424
FDN50,16.85,93.712,466.06
FDU60,20,169.6132,169.1132
FDX02,16,225.0404,5851.0504
FDL34,16,141.2496,2681.8424
DRF27,8.93,152.234,3828.35
FDZ35,9.6,101.699,2373.577
DRF03,,39.7138,1096.5726
NCO41,,96.9384,2167.8448
FDQ59,9.8,85.8908,1845.5976
NCZ53,9.6,186.6214,1884.214
FDZ33,,146.4076,147.8076
FDD34,7.945,161.421,3425.541
NCM06,7.475,156.0656,1853.5872
FDY43,14.85,169.7474,673.7896
DRM23,16.6,173.9422,172.4422
FDT20,10.5,39.2164,540.6296
FDG46,8.63,113.5518,2732.4432
FDH10,21,193.8478,1162.4868
FDF24,15.5,82.7934,1228.401
FDG57,14.7,48.2034,874.8612
FDN44,13.15,157.892,1917.504
FDD32,17.7,82.6276,731.0484
FDI04,,198.5426,790.9704
FDA56,9.21,123.1414,4264.449
DRG51,12.1,166.0526,1480.0734
FDZ04,9.31,64.551,1581.275
FDT13,14.85,188.2214,3014.7424
FDY56,,223.7062,4965.5364
FDB51,6.92,64.2852,438.0964
NCY29,13.65,55.593,282.965
FDL34,16,142.6496,1834.9448
NCQ38,16.35,105.628,1065.28
NCR41,,93.7094,4189.2136
FDY24,4.88,52.2298,161.7894
NCA42,6.965,159.6604,3327.6684
FDB11,16,225.6404,2925.5252
FDG26,18.85,257.833,5382.993
FDH24,20.7,156.5288,1571.288
FDX44,9.3,88.5172,1427.4752
FDT52,9.695,244.6144,2695.1584
FDT04,17.25,39.3822,314.2576
FDO58,19.6,166.1526,2960.1468
FDR60,14.3,75.9328,1158.492
NCL54,12.6,175.2054,3502.108
FDW50,13.1,167.2158,3008.0844
FDK43,,125.802,253.004
FDQ32,17.85,123.8388,866.8716
FDE29,8.905,58.8878,1151.1682
NCN07,18.5,133.2284,2768.3964
FDB37,20.25,240.7538,3364.9532
FDD21,10.3,112.7176,343.5528
FDX16,17.85,151.505,2546.685
FDN46,7.21,100.5332,1127.8652
FDV28,16.1,34.9558,67.9116
FDR48,,150.8024,4402.2696
FDW37,,89.7488,1901.5248
FDV40,17.35,74.5038,739.038
FDZ57,10,129.6994,1413.4934
FDY46,18.6,185.0898,2993.4368
FDX45,16.75,155.263,1721.093
FDB33,17.75,160.7262,2864.2716
FDT58,9,169.4816,503.3448
FDM39,6.42,178.6002,3582.004
NCY41,16.75,37.6532,575.2512
NCL31,7.39,142.747,3149.234
NCJ31,19.2,243.0196,3374.2744
FDO23,,94.8436,567.2616
FDN56,5.46,144.2786,288.9572
FDF04,17.5,258.3304,3358.2952
FDJ44,12.3,176.1396,3663.2316
FDS50,17,220.5114,5321.0736
NCQ41,,194.5794,3511.4292
FDA49,19.7,88.1198,1744.396
NCZ06,19.6,254.9698,2536.698
NCM43,14.5,162.421,1957.452
FDH19,19.35,172.4738,1911.5118
FDS15,9.195,106.7596,4098.6648
FDO50,16.25,90.2804,1653.8472
FDJ20,20.7,123.5388,1981.4208
NCI31,20,38.319,146.476
FDU20,,122.1098,3374.2744
DRK13,11.8,199.8084,2380.9008
DRJ24,11.8,184.2924,1850.924
FDI20,19.1,212.1586,5909.6408
FDF10,15.5,145.6418,2207.127
FDQ45,9.5,185.3608,2021.3688
FDQ10,12.85,172.0422,5345.7082
FDM36,11.65,171.1422,2931.5174
FDN12,15.6,111.8544,1454.1072
FDD50,18.85,168.4132,2874.9244
FDG17,6.865,244.4486,6353.0636
FDY58,11.65,227.3694,4567.388
NCK29,,123.473,369.519
FDM32,20.5,90.883,89.883
FDL46,20.35,116.8466,2356.932
FDC51,10.895,121.873,2463.46
FDF16,7.3,147.2076,1921.4988
NCV54,11.1,116.5124,1066.6116
FDE35,7.06,60.2904,644.4944
FDA23,9.8,99.4016,2428.8384
FDI46,9.5,251.9724,2516.724
FDZ21,17.6,97.341,965.41
DRK13,11.8,198.3084,4563.3932
FDX36,9.695,226.9404,2700.4848
FDY22,16.5,143.9128,1581.9408
FDR32,,226.7694,6165.9738
DRF25,9,34.919,476.047
FDK20,12.6,124.5072,2450.144
DRI11,,115.9834,345.5502
FDH05,14.35,233.5984,1853.5872
FDA46,13.6,193.6136,4471.5128
DRD24,13.85,143.3154,1985.4156
FDL39,16.1,181.9318,5954.2494
FDD52,18.25,110.157,1867.569
FDR55,12.15,190.6872,2269.0464
DRI13,15.35,216.4508,5426.27
FDG31,,64.4826,2518.7214
FDP04,15.35,65.2168,958.752
FDH35,18.25,162.9526,1151.1682
NCB42,11.8,117.2492,2432.8332
FDQ14,9.27,147.905,1647.855
FDI19,,242.8512,5816.4288
FDJ55,12.8,224.8404,1575.2828
DRN59,15,45.206,792.302
NCR06,12.5,42.8112,639.168
NCF42,17.35,176.2712,2988.1104
FDG24,7.975,84.725,1747.725
FDB58,10.5,142.0154,2410.8618
FDQ56,,82.3908,3691.1952
NCV41,14.35,112.5228,1989.4104
FDW19,12.35,110.657,2087.283
FDO56,10.195,119.1808,351.5424
FDI41,18.5,148.7418,2501.4106
FDN10,11.5,119.5124,829.5868
FDY20,12.5,92.2488,1358.232
DRM37,,198.5768,6897.688
FDV34,10.695,72.9038,1034.6532
NCX18,14.15,195.011,1964.11
FDY10,17.6,114.9176,1946.7992
NCZ17,,39.8506,1480.0734
FDT12,6.215,227.4062,5191.2426
FDD57,18.1,96.0094,1808.9786
FDK45,11.65,111.586,3395.58
FDJ57,7.42,185.0582,5201.2296
NCI31,20,36.819,768.999
FDZ48,17.75,112.4544,2348.9424
FDI16,14,54.564,1597.92
FDZ31,15.35,193.0504,2492.7552
DRG15,6.13,61.5536,796.2968
FDX36,9.695,226.5404,4500.808
FDD40,20.25,191.5162,3078.6592
FDA04,,259.7962,5697.9164
FDL21,15.85,40.848,679.116
FDS21,19.85,62.8194,928.791
DRF23,4.61,172.5396,3663.2316
FDM46,7.365,93.912,1304.968
DRG49,,242.8486,3420.8804
FDG26,18.85,255.933,3844.995
FDR51,,148.4708,3761.77
FDV39,11.3,196.7426,2768.3964
FDC39,7.405,205.7296,4570.0512
FDP45,15.7,252.9724,3020.0688
FDC56,7.72,118.244,958.752
FDK38,6.65,149.7734,2375.5744
NCJ29,10.6,84.4224,852.224
NCF19,,48.6034,145.8102
FDG59,15.85,37.5164,270.3148
FDE59,12.15,36.6532,251.6724
FDB04,11.35,89.4856,1142.5128
NCK05,20.1,60.8536,1347.5792
FDR03,15.7,204.998,5366.348
FDQ03,,238.0248,711.0744
FDC59,16.7,64.2168,1661.8368
DRB13,6.115,191.153,3415.554
NCE54,20.7,73.9354,1655.1788
FDC10,9.8,118.6098,843.5686
FDR46,,148.076,146.476
FDA10,20.35,121.9072,1347.5792
FDP23,,218.2166,3701.1822
FDJ41,6.85,260.0594,6018.1662
FDL46,20.35,116.5466,1885.5456
FDX33,9.195,158.9578,2246.4092
NCL29,9.695,158.8604,4436.8912
FDE16,,206.7954,833.5816
FDM57,11.65,85.1908,2181.1608
FDZ36,6.035,188.324,1491.392
NCW42,18.2,221.8456,884.1824
NCI54,,110.4912,436.7648
DRK01,7.63,93.3436,1323.6104
FDX10,6.385,33.2874,141.1496
FDO46,9.6,187.3872,2647.2208
FDD16,20.5,75.0696,149.1392
FDZ20,,253.0356,11445.102
NCI18,18.35,225.4746,1346.2476
DRI25,19.6,56.2614,773.6596
FDY44,14.15,197.211,3731.809
FDW38,,55.9298,107.8596
FDY33,,159.0262,5887.6694
DRH51,17.6,89.8856,351.5424
FDT32,19,188.4214,2826.321
FDI50,8.42,228.7352,5954.9152
FDB60,9.3,195.8136,2332.9632
FDP09,19.75,213.2902,4247.804
FDA20,6.78,185.324,3914.904
NCX05,,116.2492,115.8492
DRF37,17.25,263.591,788.973
FDJ26,15.3,215.0218,1923.4962
FDZ25,15.7,168.279,4074.696
FDZ58,17.85,121.7072,2817.6656
FDZ50,,184.2608,6064.1064
NCG18,15.3,104.0332,205.0664
FDZ56,16.25,166.9474,2863.6058
FDH50,15,185.1266,2213.1192
DRO35,13.85,116.1492,1274.3412
DRH51,,89.1856,2109.2544
FDS19,13.8,77.3012,1593.9252
NCM06,7.475,153.9656,2625.9152
FDP52,18.7,228.601,4823.721
FDK02,12.5,119.244,119.844
FDG59,15.85,38.3164,540.6296
FDN20,,169.5474,4211.185
FDO57,20.75,161.3578,4492.8184
NCJ30,5.82,168.379,1188.453
FDQ31,5.785,89.8856,175.7712
FDC05,13.1,195.7768,4138.6128
FDM08,10.1,225.1088,3579.3408
NCA41,16.75,192.1162,3848.324
FDK15,,98.9042,4960.21
FDX56,17.1,208.5638,5383.6588
FDT21,7.42,248.9092,2241.0828
FDQ46,7.51,113.7544,671.1264
FDS01,,179.6686,177.7686
FDW34,,242.417,486.034
FDX07,19.2,181.195,2380.235
FDN13,18.6,99.9358,201.0716
NCP02,7.105,59.2562,651.8182
FDT48,4.92,199.8084,3968.168
FDZ49,11,221.5798,4187.2162
NCJ17,7.68,84.4224,170.4448
FDB17,13.15,181.3976,3078.6592
FDP48,7.52,182.995,4394.28
FDI53,8.895,162.1236,2577.9776
FDW02,4.805,126.7704,2628.5784
